"band","year","site_nest","ts_ratio1","ts_ratio2","ts_ratio3","ts_ratio4","Age","Mass","Flat_Wing","Bleed1_CORT_corrected_value","Bleed1_Glucose","Bleed2_CORT_corrected_value","Bleed2_Glucose","Bleed3_CORT_corrected_value","Bleed3_Glucose","experiment","color","fbbright","predator","dull","gen_dad","full_treatment","soc_mom","gen_mom","raised_nest","sex","d12_base","d12_stress","d12_dex","d15_acth","Current_Brood_Size","maxbrood","Nestling_Fate"
272107831,2018,"Unit_1_85_2018",0.139170614936698,NA,869.548198578772,1.00045956068023,"12",20.5,53,2.51,NA,NA,NA,11.78,NA,"color_challenge","Control",57,"Control","Control",156181128,"Control_Control",272106711,"272107153","cross","F",2.5,20.5,11.8,14.2,4,4,"Died"
272107832,2018,"Unit_1_85_2018",NA,NA,NA,NA,"12",21.5,56,3.35,NA,NA,NA,15.89,NA,"color_challenge","Control",57,"Control","Control",272107529,"Control_Control",272106711,"272106711","home","M",3.3,28.9,15.9,27.2,4,4,"Fledged"
272107833,2018,"Unit_1_85_2018",0.176090121142635,0.180604091216784,1096.76924674614,1.00039088745982,"12",23,55,5.92,NA,NA,NA,11.72,NA,"color_challenge","Control",57,"Control","Control",88004790,"Control_Control",272106711,"272107153","cross","M",5.9,25.3,11.7,23.6,4,4,"Died"
272106862,2018,"Unit_2_121_2018",0.353801462982842,0.359345492132755,2199.25927372469,1.00045537196765,"12",14,36,0.47,NA,2.6,NA,1.48,NA,"color_challenge","Control",34.1,"Predation","Control",272106915,"Control_Predator",272107112,"272107811","cross","M",0.5,2.6,1.5,22.9,6,6,"Died"
272107454,2018,"Unit_2_117_2018",0.187635698639153,0.182756144577534,1174.19147323651,1.00040785509673,"12",22.25,54,2.9,NA,NA,NA,4.19,NA,"color_challenge","Dull",59.2,"Predation","Dull",272107688,"Dull_Predator",272106913,"272107786","cross","M",2.9,15.9,4.2,22.5,6,6,"Fledged"
272107455,2018,"Unit_2_117_2018",0.202558180683325,0.196108619984954,1268.38369053894,1.00036718871291,"12",21,52,1.13,NA,NA,NA,4.6,NA,"color_challenge","Dull",59.2,"Predation","Dull",NA,"Dull_Predator",NA,NA,NA,NA,NA,NA,NA,NA,6,6,"Fledged"
272107456,2018,"Unit_2_117_2018",0.246446034314874,0.226350868590445,1535.5156744857,1.00047071106243,"12",14.75,35,0.92,NA,NA,NA,1.82,NA,"color_challenge","Dull",59.2,"Predation","Dull",272107503,"Dull_Predator",272106913,"272106913","home","M",0.9,1.8,1.8,NA,6,6,"Fledged"
272107457,2018,"Unit_2_117_2018",0.143071461926535,0.145691040005545,894.790229671441,1.00039872597615,"12",19,47,1.98,NA,NA,NA,2.75,NA,"color_challenge","Dull",59.2,"Predation","Dull",262126015,"Dull_Predator",272106913,"272106913","home","M",2,8.5,2.7,19.2,6,6,"Fledged"
272107459,2018,"Unit_2_117_2018",0.161633546262022,0.155584332312858,1009.54803675427,1.00049584883133,"12",16,47,2.75,NA,NA,NA,4.42,NA,"color_challenge","Dull",59.2,"Predation","Dull",272107503,"Dull_Predator",272106913,"272106913","home","F",2.7,13.9,4.4,14.1,6,6,"Died"
272107460,2018,"Unit_2_117_2018",0.313943064529555,0.313697088078924,1968.85178178111,1.00026952339874,"12",22,48,3.02,NA,NA,NA,10.1,NA,"color_challenge","Dull",59.2,"Predation","Dull",NA,"Dull_Predator",272106913,"272107786","cross","M",3,17.4,10.1,15.8,6,6,"Fledged"
272107461,2018,"Unit_2_77_2018",0.15170272650062,0.150002622299006,949.884913494002,1.00039344002392,"12",12,27,6.72,NA,NA,NA,1.08,NA,"color_challenge","Control",47.2,"Control","Control",272107688,"Control_Control",272107786,"272107786","home","F",6.7,2.9,1.1,NA,3,6,"Died"
272107462,2018,"Unit_2_77_2018",0.225225157760662,0.228643977537344,1407.52942882825,1.00041370289491,"12",13,28,7.72,NA,NA,NA,2.12,NA,"color_challenge","Control",47.2,"Control","Control",272107688,"Control_Control",272107786,"272107786","home","M",7.7,8.1,2.1,NA,3,6,"Died"
272106863,2018,"Unit_4_93_2018",0.204075484648145,0.205221975967933,1275.00857195465,1.00042500043546,"12",22,50,2.3,NA,6.99,NA,3.88,NA,"color_challenge","Dull",48.1,"Control","Dull",239160615,"Dull_Control",156181156,"156181156","home","F",2.3,7,3.9,41.4,4,5,"Fledged"
272106864,2018,"Unit_4_93_2018",0.19090609788836,0.187155854399173,1190.93271212118,1.00036246555559,"12",22,47,3.7,NA,9.37,NA,10.33,NA,"color_challenge","Dull",48.1,"Control","Dull",239160615,"Dull_Control",156181156,"156181156","home","F",3.7,9.4,10.3,32.8,4,5,"Fledged"
272106865,2018,"Unit_4_93_2018",0.220586123790796,0.22462233686084,1375.46539005936,1.00037921506848,"12",20.75,37,8.66,NA,10.13,NA,10.6,NA,"color_challenge","Dull",48.1,"Control","Dull",239160615,"Dull_Control",156181156,"156181156","home","M",8.7,10.1,10.6,37.2,4,5,"Fledged"
272106866,2018,"Unit_4_93_2018",0.348636517786589,0.345354063630724,2177.66063434272,1.00045585307396,"12",21,45,2.84,NA,17.35,NA,8.89,NA,"color_challenge","Dull",48.1,"Control","Dull",239160615,"Dull_Control",156181156,"156181156","home","M",2.8,17.3,8.9,23.6,4,5,"Fledged"
156181146,2018,"Unit_1_12_2018",0.344711884607959,0.342786063406071,2149.37126106625,1.00029289419182,"12",16.5,45,3.72,NA,51.16,NA,22.63,NA,"color_challenge","Control",50.6,"Control","Control",88004790,"Control_Control",272107794,"272107794","home","F",3.7,51.2,22.6,35.1,5,6,"Died"
156181145,2018,"Unit_1_12_2018",0.228213319276824,0.230202866273188,1426.42265397598,1.00035227304537,"12",8,31,26.94,NA,20.31,NA,NA,NA,"color_challenge","Control",50.6,"Control","Control",88004790,"Control_Control",272107794,"272107794","home","M",26.9,20.3,NA,NA,5,6,"Died"
156181147,2018,"Unit_1_12_2018",0.264388489766131,0.26407734183441,1648.78758427477,1.00029280340698,"12",17.5,44,0.83,NA,59.74,NA,11.1,NA,"color_challenge","Control",50.6,"Control","Control",88004790,"Control_Control",272107794,"272107794","home","M",0.8,59.7,11.1,40.2,5,6,"Died"
156181149,2018,"Unit_1_12_2018",0.18346859243952,0.181004805763495,1144.70064636581,1.00037520545007,"12",20.5,49.5,2.57,NA,47.47,NA,6.98,NA,"color_challenge","Control",50.6,"Control","Control",272107345,"Control_Control",272107794,"272107794","home","M",2.6,47.5,7,21,5,6,"Died"
156181148,2018,"Unit_1_12_2018",0.25394168186378,0.256559241181659,1587.73567869793,1.00036158004989,"12",16.5,43,19.61,NA,78.65,NA,10.39,NA,"color_challenge","Control",50.6,"Control","Control",88004790,"Control_Control",272107794,"272107794","home","F",19.6,78.6,10.4,29.7,5,6,"Fledged"
272107291,2018,"Unit_4_71_2018",0.19143050576675,0.183562384871622,1195.57653083552,1.00044578344503,"12",23,55,4.63,NA,11.91,NA,4.6,NA,"color_challenge","Dull",41.2,"Control","Dull",NA,"Dull_Control",272107779,"272107779","home","F",4.6,11.9,4.6,35.6,5,5,"Fledged"
272107293,2018,"Unit_4_71_2018",0.23395519365516,0.22520140412908,1457.55702890614,1.00043601341404,"12",20,45,2.8,NA,34.62,NA,17.07,NA,"color_challenge","Dull",41.2,"Control","Dull",239159375,"Dull_Control",272107779,"272107779","home","M",2.8,34.6,17.1,64.9,5,5,"Fledged"
272107294,2018,"Unit_4_71_2018",0.142695871653068,0.140154357287452,917.233675615567,1.00047194942962,"12",22,55,3.33,NA,0,NA,3.78,NA,"color_challenge","Dull",41.2,"Control","Dull",NA,"Dull_Control",272107779,"272107779","home","F",3.3,NA,3.8,23.1,5,5,"Fledged"
272107295,2018,"Unit_4_71_2018",0.221217512032993,0.213888524151359,1382.86645855757,1.00047173142231,"12",22,53,0.83,NA,7.74,NA,5.73,NA,"color_challenge","Dull",41.2,"Control","Dull",272107693,"Dull_Control",272107779,"272107779","home","M",0.8,7.7,5.7,57.2,5,5,"Fledged"
272107296,2018,"Unit_4_71_2018",0.20211190573244,0.190150757138648,1261.06157227414,1.00046481417027,"12",23,53,1.7,NA,13.32,NA,8.43,NA,"color_challenge","Dull",41.2,"Control","Dull",NA,"Dull_Control",272107779,"272107779","home","M",1.7,13.3,8.4,22.4,5,5,"Fledged"
272107840,2018,"Unit_2_54_2018",0.291124059371976,0.290600691616819,1827.05283468376,1.00028323546493,"12",23.5,54,1.52,NA,NA,NA,3.11,NA,"color_challenge","Control",54.5,"Control","Control",272107816,"Control_Control",272106728,"272107698","cross","M",1.5,17.8,3.1,33.3,1,2,"Fledged"
272106975,2018,"Unit_2_82_2018",NA,NA,NA,NA,"12",19.25,56,1.27,NA,14.41,NA,7.43,NA,"color_challenge","Dull",60.2,"Control","Dull",272106974,"Dull_Control",272107596,"272107596","home","M",1.3,14.4,7.4,NA,5,5,"Died"
272106976,2018,"Unit_2_82_2018",0.474862409436146,0.476931283068993,2957.98440696739,1.00033851361663,"12",15.75,49.5,5.42,NA,5.53,NA,6.58,NA,"color_challenge","Dull",60.2,"Control","Dull",272106974,"Dull_Control",272107596,"272107596","home","F",5.4,5.5,6.6,NA,5,5,"Died"
272106977,2018,"Unit_2_82_2018",0.313231560035903,0.308648421414929,1947.75307402657,1.00030587389582,"12",19.5,55,7.36,NA,16.74,NA,6.12,NA,"color_challenge","Dull",60.2,"Control","Dull",263114341,"Dull_Control",272107596,"272107596","home","F",7.4,16.7,6.1,24.9,5,5,"Died"
272106978,2018,"Unit_2_82_2018",0.481076478020536,0.482455390165202,2994.75522344452,1.00029300230005,"12",20.5,52,1.97,NA,32.29,NA,8.42,NA,"color_challenge","Dull",60.2,"Control","Dull",263114341,"Dull_Control",272107596,"272107596","home","F",2,32.3,8.4,NA,5,5,"Died"
272106979,2018,"Unit_2_82_2018",0.464590311056272,0.459517135588699,2894.28073466344,1.00025464862346,"12",24,58,2.46,NA,13.85,NA,15.7,NA,"color_challenge","Dull",60.2,"Control","Dull",263114341,"Dull_Control",272107596,"272107596","home","M",2.5,13.8,15.7,29.7,5,5,"Died"
281128709,2019,"Unit_2_111_2019",0.211928280715981,0.207972785806281,1230.89912937761,1.00024254989836,"12",15.5,47,2.44,176,20.48,163,6.19,173,"challenge_color","Control",37.7,"Control","Dull",259122557,"Dull_Control",272107739,"272107739","home","",2.3,19.4,5.9,20.9,5,5,"Died"
281128710,2019,"Unit_2_111_2019",0.168870674310908,0.171750979842447,980.321494820277,1.00025455885069,"12",19,50,1.62,169,33.8,183,7.59,183,"challenge_color","Control",37.7,"Control","Dull",278171397,"Dull_Control",272107739,"272107739","home","",1.5,32,7.2,25.8,5,5,"Died"
281128711,2019,"Unit_2_111_2019",0.208278979555387,0.204422641090799,1213.54173072088,1.00030171312338,"12",15.5,44.5,3.81,159,37.94,192,5.57,146,"challenge_color","Control",37.7,"Control","Dull",278171397,"Dull_Control",272107739,"272107739","home","",3.6,35.9,5.3,39.7,5,5,"Died"
281128712,2019,"Unit_2_111_2019",0.184538732919707,0.182285729788664,1072.43840676142,1.00031150271356,"12",19,50,2.7,154,48.29,169,4.96,176,"challenge_color","Control",37.7,"Control","Dull",278171397,"Dull_Control",272107739,"272107739","home","",2.6,45.7,4.7,18.4,5,5,"Died"
281128713,2019,"Unit_2_111_2019",0.143959987159814,NA,532.150135065502,1.00032044203237,"12",16.5,45,2.84,165,32.11,178,8.53,179,"challenge_color","Control",37.7,"Control","Dull",259122557,"Dull_Control",272107739,"272107739","home","",2.7,30.4,8.1,15.6,5,5,"Died"
281128716,2019,"Unit_2_35_2019",0.199943843892152,NA,1166.22630285279,1.00031810999826,"12",19.75,51,5.61,173,25.18,186,3.82,201,"challenge_color","Predator",46.2,"Predation","Dull",NA,"Dull_Predator",272107805,"278172145","cross","",5.3,23.8,3.6,40,5,5,"Fledged"
278172168,2019,"Unit_2_35_2019",0.139086709373825,0.136320065891676,807.489972118912,1.00029571747739,"12",19.25,50,3.53,219,63.27,237,3.37,247,"challenge_color","Predator",46.2,"Predation","Dull",NA,"Dull_Predator",272107805,"278172145","cross","",3.3,59.8,3.2,17,5,5,"Fledged"
281128717,2019,"Unit_2_35_2019",0.199129285273892,0.204051868679481,1156.73377830375,1.00031339834911,"12",17,52,1.83,184,64.57,194,6.12,228,"challenge_color","Predator",46.2,"Predation","Dull",272107816,"Dull_Predator",272107805,"272107805","home","",1.7,61.1,5.8,NA,5,5,"Fledged"
281128718,2019,"Unit_2_35_2019",0.399032280736265,0.393861010613021,2324.18416400597,1.00012948379177,"12",19.5,45,NA,NA,48.38,234,3.87,252,"challenge_color","Predator",46.2,"Predation","Dull",NA,"Dull_Predator",272107805,"278172145","cross","",NA,45.7,3.7,38.1,5,5,"Died"
281128719,2019,"Unit_2_35_2019",0.440581383477815,0.429442151281648,2558.3477752326,1.00002767000588,"12",17,52,16.84,199,71.02,190,2.62,237,"challenge_color","Predator",46.2,"Predation","Dull",272107816,"Dull_Predator",272107805,"272107805","home","",15.9,67.2,2.5,31.5,5,5,"Died"
281128720,2019,"Unit_2_103_2019",0.343703294561648,0.343059280067604,2001.45037442616,1.00027452968912,"12",22,48,1.82,188,18.58,197,6.34,227,"challenge_color","Control",43.8,"Control","Control",263114244,"Control_Control",272107786,"272106822","cross","",1.7,17.6,6,30.7,6,6,"Fledged"
281128721,2019,"Unit_2_103_2019",0.456669099296805,0.457816351779365,2654.81324795486,1.00033229981174,"12",22,51,7.98,193,39.91,227,5.7,222,"challenge_color","Control",43.8,"Control","Control",281128742,"Control_Control",272107786,"272107786","home","",7.5,37.7,5.4,32.1,6,6,"Fledged"
281128722,2019,"Unit_2_103_2019",0.295590555861678,0.286773726408829,1721.28858184959,1.00034019173901,"12",19.5,45,0.69,175,57.12,195,7.68,229,"challenge_color","Control",43.8,"Control","Control",259122557,"Control_Control",272107786,"272106822","cross","",0.7,54,7.3,15.2,6,6,"Fledged"
281128723,2019,"Unit_2_103_2019",0.23894954131072,0.242068234248732,1395.23532516709,1.00026280628106,"12",21,48,3.76,181,44.08,197,9.48,224,"challenge_color","Control",43.8,"Control","Control",272106664,"Control_Control",272107786,"272107786","home","",3.6,41.7,9,52.2,6,6,"Fledged"
281128724,2019,"Unit_2_103_2019",0.278548069358405,0.277012830975097,1617.8561193325,1.00035496753803,"12",24.5,50,12.34,186,22.19,216,4.98,220,"challenge_color","Control",43.8,"Control","Control",259122557,"Control_Control",272107786,"272106822","cross","",11.7,21,4.7,48,6,6,"Died"
281128725,2019,"Unit_2_103_2019",0.371459065602763,0.350490571197861,2158.09407076373,1.0003509757887,"12",23.25,56,5.35,200,20.1,218,4.01,214,"challenge_color","Control",43.8,"Control","Control",281128742,"Control_Control",272107786,"272107786","home","",5.1,19,3.8,29.8,6,6,"Fledged"
278171895,2019,"Unit_2_121_2019",0.291667606820774,0.289839766633387,1688.8302798336,1.0002218821634,"12",18,46,0.47,220,17.24,213,40.23,212,"challenge_color","Control",49.6,"Control","Dull",240150159,"Dull_Control",88004570,"88004570","home","",0.5,16.3,38,24.6,1,1,"Fledged"
278171881,2019,"Unit_2_68_2019",0.295521559148772,0.295962366391622,1710.9865589033,1.00024813211457,"12",19,39,4.35,159,15.66,221,4.04,187,"challenge_color","Control",55.6,"Control","Dull",263114244,"Dull_Control",272106822,"272106822","home","",4.1,14.8,3.8,12.2,6,7,"Fledged"
278171882,2019,"Unit_2_68_2019",0.256088557545967,NA,1487.68512202745,1.00024193544629,"12",18,49,2.61,286,9.34,290,4.97,319,"challenge_color","Control",55.6,"Control","Dull",259122557,"Dull_Control",272106822,"272106822","home","",2.5,8.8,4.7,21,6,7,"Fledged"
278171883,2019,"Unit_2_68_2019",0.268590393589464,0.269773475884256,1560.47536089321,1.0002687322591,"12",19.75,56,2.01,165,28.54,220,4.99,257,"challenge_color","Control",55.6,"Control","Dull",281128726,"Dull_Control",272106822,"281128604","cross","",1.9,27,4.7,11.7,6,7,"Fledged"
278171884,2019,"Unit_2_68_2019",0.289924741973411,0.284759841942052,1684.98471131212,1.0002261446432,"12",20.75,49,9.67,215,24.51,245,6.11,264,"challenge_color","Control",55.6,"Control","Dull",259122557,"Dull_Control",272106822,"272106822","home","",9.1,23.2,5.8,10.4,6,7,"Fledged"
278171885,2019,"Unit_2_68_2019",0.237074180564358,0.228641990507804,1380.16745227302,1.0002057118466,"12",22,54,5.64,174,31.28,216,10.6,174,"challenge_color","Control",55.6,"Control","Dull",NA,"Dull_Control",272106822,"281128604","cross","",5.3,29.6,10,37.6,6,7,"Fledged"
278171886,2019,"Unit_2_68_2019",0.210055460508248,0.216645556567439,1223.02186775212,1.00024997792708,"12",23.5,58,10.24,148,33.53,224,11.97,212,"challenge_color","Control",55.6,"Control","Dull",281128742,"Dull_Control",272106822,"272107786","cross","",9.7,31.7,11.3,15.1,6,7,"Fledged"
278172265,2019,"Unit_2_120_2019",0.183571181736323,0.18356711332448,1065.2455573906,1.00024228554831,"12",11.5,34,31.67,107,55.49,134,NA,88,"challenge_color","Control",52.1,"Control","Control",278172165,"Control_Control",272106913,"272106913","home","",29.9,52.5,NA,NA,7,7,"Died"
278172266,2019,"Unit_2_120_2019",0.164800551745194,NA,962.70412808139,1.00025729873312,"12",17,45,NA,138,26.59,154,16.64,100,"challenge_color","Control",52.1,"Control","Control",262126105,"Control_Control",272106913,"272106913","home","",NA,25.1,15.7,NA,7,7,"Died"
278172267,2019,"Unit_2_120_2019",0.146536464590347,0.146731072340734,856.414517812392,1.00030310055826,"12",13.75,38.5,15.76,139,37.6,126,10.06,110,"challenge_color","Control",52.1,"Control","Control",262126105,"Control_Control",272106913,"272106913","home","",14.9,35.6,9.5,NA,7,7,"Died"
278172268,2019,"Unit_2_120_2019",0.146285430882493,0.139974038855431,843.595961228626,1.00031134149085,"12",17.5,47,6.48,177,20.21,141,3.75,168,"challenge_color","Control",52.1,"Control","Control",262126051,"Control_Control",272106913,"88004570","cross","",6.1,19.1,3.5,43.3,7,7,"Fledged"
278172269,2019,"Unit_2_120_2019",NA,NA,NA,NA,"12",18.5,51,23.24,170,59.28,171,5.15,143,"challenge_color","Control",52.1,"Control","Control",278172165,"Control_Control",272106913,"272106913","home","",22,56.1,4.9,42.4,7,7,"Fledged"
278172270,2019,"Unit_2_120_2019",0.205272751676554,0.204676165635766,1184.84017354892,1.00024100099759,"12",16.5,50,25.63,181,60.43,159,4,152,"challenge_color","Control",52.1,"Control","Control",240150159,"Control_Control",272106913,"88004570","cross","",24.2,57.1,3.8,30.3,7,7,"Fledged"
278172271,2019,"Unit_2_120_2019",0.169871077351537,0.169218448259017,983.754218371067,1.00035143359073,"12",14.5,44,17.61,153,86.78,126,4.84,168,"challenge_color","Control",52.1,"Control","Control",262126105,"Control_Control",272106913,"272106913","home","",16.6,82.1,4.6,NA,7,7,"Died"
278172272,2019,"Unit_2_101_2019",0.185257420469048,0.177181266097022,1077.87976514097,1.00034908036621,"12",18.5,54,8.7,179,66.78,180,18.49,133,"challenge_color","Predator",50.2,"Predation","Dull",272107256,"Dull_Predator",278172147,"278172147","home","",8.2,63.1,17.5,49.5,5,5,"Fledged"
278172273,2019,"Unit_2_101_2019",0.26389505741784,0.264293607128113,1528.5914148826,1.00023984221622,"12",19.5,53,11.67,186,27.39,NA,13.55,165,"challenge_color","Predator",50.2,"Predation","Dull",272107256,"Dull_Predator",278172147,"278172147","home","",11,25.9,12.8,26,5,5,"Fledged"
278172275,2019,"Unit_2_101_2019",0.413853963797862,0.412409798339242,2406.48896708938,1.00019753152233,"12",16.5,48,17.57,190,36.66,181,8.93,155,"challenge_color","Predator",50.2,"Predation","Dull",272107256,"Dull_Predator",278172147,"278172147","home","",16.6,34.7,8.4,49.6,5,5,"Fledged"
278172276,2019,"Unit_2_101_2019",0.381419045397096,0.378644975535683,2229.60977806062,1.00017451026353,"12",20,55,6.89,183,84.82,150,11.57,143,"challenge_color","Predator",50.2,"Predation","Dull",278172288,"Dull_Predator",278172147,"278171896","cross","",6.5,80.2,10.9,NA,5,5,"Died"
278171887,2019,"Unit_2_109_2019",0.215122496322392,0.211511523025818,1249.49399749837,1.00016913127846,"12",16.5,48,52.24,173,47.01,177,3.62,176,"challenge_color","Control",55.4,"Control","Dull",263114244,"Dull_Control",278172149,"272107284","cross","",49.4,44.5,3.4,9.7,5,5,"Died"
278171888,2019,"Unit_2_109_2019",0.214163853083728,0.2140627167322,1243.63762125623,1.00025868123765,"12",17.5,51,55.31,178,109.7,112,4.85,188,"challenge_color","Control",55.4,"Control","Dull",NA,"Dull_Control",278172149,"unk","cross","",52.3,103.7,4.6,57.3,5,5,"Died"
278171889,2019,"Unit_2_109_2019",0.151353863225562,0.14137334874649,875.533572702328,1.00034305620491,"12",17,53,16.96,184,75.55,191,7.44,157,"challenge_color","Control",55.4,"Control","Dull",NA,"Dull_Control",278172149,"272107284","cross","",16,71.4,7,53.4,5,5,"Fledged"
278171890,2019,"Unit_2_109_2019",0.212801308662634,0.208829209888824,1236.34054248709,1.00029339635693,"12",18,53.5,27.5,159,26.29,164,5.07,196,"challenge_color","Control",55.4,"Control","Dull",272106847,"Dull_Control",278172149,"278172149","home","",26,24.9,4.8,59,5,5,"Fledged"
278171891,2019,"Unit_2_109_2019",0.188096856790259,0.192181692378396,1092.05083256639,1.00028262536249,"12",18.5,54,55.83,173,26.43,166,3.71,206,"challenge_color","Control",55.4,"Control","Dull",272106847,"Dull_Control",278172149,"278172149","home","",52.8,25,3.5,41.7,5,5,"Fledged"
281128737,2019,"Unit_2_39_2019",0.143978675581786,0.145826708331614,835.522900376466,1.0003245142749,"12",19.5,55,5.91,247,39.26,218,7.71,231,"challenge_color","Control",56.2,"Control","Control",272107817,"Control_Control",272107748,"272107748","home","",5.6,37.1,7.3,22,5,5,"Fledged"
281128738,2019,"Unit_2_39_2019",0.227468766291371,0.229844838443981,1320.37860745254,1.00030092610755,"12",17.5,47,2.52,247,34.66,248,14.64,NA,"challenge_color","Control",56.2,"Control","Control",272107817,"Control_Control",272107748,"272107748","home","",2.4,32.8,13.8,31.8,5,5,"Fledged"
281128739,2019,"Unit_2_39_2019",0.272756795770778,0.282198019893375,1574.49573107609,1.00027822054721,"12",19.5,60,2.71,323,37.77,344,12.52,278,"challenge_color","Control",56.2,"Control","Control",272107817,"Control_Control",272107748,"272107748","home","",2.6,35.7,11.8,19.9,5,5,"Fledged"
281128740,2019,"Unit_2_39_2019",0.277319654251382,0.277381976070552,1603.48765441607,1.00022788014727,"12",20,60,3.85,244,51.64,276,7.9,244,"challenge_color","Control",56.2,"Control","Control",278172164,"Control_Control",272107748,"278172150","cross","",3.6,48.8,7.5,23.1,5,5,"Fledged"
281128741,2019,"Unit_2_39_2019",0.239865038547788,0.247114435529615,1386.32160983182,1.0002697681606,"12",20,NA,10.28,174,62.81,369,17.29,281,"challenge_color","Control",56.2,"Control","Control",272107817,"Control_Control",272107748,"272107748","home","",9.7,59.4,16.3,43.3,5,5,"Fledged"
281128727,2019,"Unit_2_80_2019",0.125009709459048,0.124359100026778,945.565960734964,1.00039739817291,"12",18.5,47,31.9,194,60.77,170,8.16,130,"challenge_color","Control",33,"Control","Dull",272107817,"Dull_Control",278172150,"272107748","cross","",30.2,57.5,7.7,38.1,6,6,"Died"
281128728,2019,"Unit_2_80_2019",0.261779384127541,0.260052650400744,1522.41781007546,1.00021398246553,"12",15.5,48,2.64,174,35.21,186,8.07,167,"challenge_color","Control",33,"Control","Dull",272107817,"Dull_Control",278172150,"272107748","cross","",2.5,33.3,7.6,10.3,6,6,"Died"
281128729,2019,"Unit_2_80_2019",0.266909484392657,0.265909347716796,1556.84314587383,1.00020933394717,"12",15.75,49,15.78,174,42.53,118,10.18,98,"challenge_color","Control",33,"Control","Dull",278172164,"Dull_Control",278172150,"278172150","home","",14.9,40.2,9.6,25.9,6,6,"Died"
281128730,2019,"Unit_2_80_2019",0.182617081165707,0.190558686592532,1059.36509070561,1.00024815391698,"12",18,53,7.74,195,26.1,154,NA,NA,"challenge_color","Control",33,"Control","Dull",278172164,"Dull_Control",278172150,"278172150","home","",7.3,24.7,NA,42.2,6,6,"Fledged"
281128731,2019,"Unit_2_80_2019",0.331978257573786,0.330474249458687,1916.69467532161,1.00028567592452,"12",14,49,8.99,162,38.43,133,6.28,140,"challenge_color","Control",33,"Control","Dull",278172164,"Dull_Control",278172150,"278172150","home","",8.5,36.3,5.9,24.5,6,6,"Died"
281128732,2019,"Unit_2_80_2019",0.290377602648627,0.292826112980425,1685.31959196631,1.00020189537314,"12",18,54,8.67,195,43.42,155,10.33,125,"challenge_color","Control",33,"Control","Dull",278172164,"Dull_Control",278172150,"278172150","home","",8.2,41.1,9.8,19.1,6,6,"Died"
281128733,2019,"Unit_2_20_2019",0.205915687488659,0.212178544267424,1197.94378699445,1.00031663146916,"12",19,56,15.7,211,44.3,193,10.37,151,"challenge_color","Control",41.2,"Control","Control",278172166,"Control_Control",281128402,"281128402","home","",14.8,41.9,9.8,30.4,4,5,"Fledged"
